agreement_id,agreement_title,agreement_url,agreement_info,category,subcategory,url,raw_path,markdown_path,agreement_id.1,summary
58,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md,58,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the AMPTP modifies the existing 2020 SAG-AFTRA Codified Basic Agreement and the 2020 SAG-AFTRA Television Agreement. The MOA establishes a new term for the agreements from November 9, 2023, to June 30, 2026, and details changes to various terms and conditions, including minimum salary increases, adjustments to health and pension plan contributions, and modifications to performer start date rules for theatrical and television productions."
59,2020 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,This is the agreement for animated television productions.,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.md,59,"This Memorandum of Agreement between SAG-AFTRA and the AMPTP outlines the terms for the 2020 Producer-SAG-AFTRA Television Animation Agreement, modifying the previous 2014 agreement. The agreement is effective from July 1, 2020, to June 30, 2023. Key provisions include annual increases to minimum wage rates for performers in television animation series (2.5% in 2020, 3% in 2021, 3% in 2022), increases to health contribution rates for the SAG-AFTRA Health Plan, and the Union's right to divert a portion of salary increases to health or pension/retirement contributions. It also addresses the applicability of the general SAG-AFTRA Television Agreement to animated productions, with specific exceptions."
60,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md,60,"This Memorandum of Agreement (MOA) is between SAG-AFTRA and the Alliance of Motion Picture and Television Producers (AMPTP). Its main purpose is to modify the 2014 Producer-SAG-AFTRA Codified Basic Agreement and the 2014 SAG-AFTRA Television Agreement. The MOA establishes the terms for the successor agreements, effective from July 1, 2017, to June 30, 2020. Key provisions include increases to minimum salary rates over the three-year term and increases to pension/retirement contribution rates for both the SAG Pension Plan and the AFTRA Retirement Fund, subject to certain conditions."
61,2020 Basic Cable Animation Agreement,https://www.sagaftra.org/sites/default/files/2020%20MOA%20SAG-AFTRA%20Animation%20Basic%20Cable.pdf,This is the agreement for animated productions for basic cable.,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20MOA%20SAG-AFTRA%20Animation%20Basic%20Cable.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20MOA%20SAG-AFTRA%20Animation%20Basic%20Cable.md,61,"This Memorandum of Agreement is between SAG-AFTRA and the AMPTP (on behalf of listed producers) for the 2020 Basic Cable Animation Agreement. It modifies the previous 2014/2018 agreements and incorporates terms from the 2020 SAG-AFTRA Television Animation Agreement. The agreement covers offcamera voice actors in animated basic cable motion pictures and related animated programs made for New Media. Its term is from July 1, 2020, to June 30, 2023."
62,2018 Basic Cable Animation Agreement,https://www.sagaftra.org/sites/default/files/2018%20MOA%20SAG-AFTRA%20MOA%20Basic%20Cable%20Animation.pdf,"This is the agreement for animated productions for basic cable through June 30, 2020.",Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018%20MOA%20SAG-AFTRA%20MOA%20Basic%20Cable%20Animation.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018%20MOA%20SAG-AFTRA%20MOA%20Basic%20Cable%20Animation.md,62,"This Memorandum of Agreement between SAG-AFTRA and the AMPTP updates and modifies the 2014 Basic Cable Agreement for Animated Motion Pictures. It establishes the terms and conditions for offcamera voice actors in animated motion pictures produced for basic cable, incorporating provisions from the 2018 Television Animation Agreement. Key areas covered include the agreement term (ratification date to June 30, 2020), residual payments, terms for animated programs made for new media based on basic cable originals, and a reminder to producers regarding the required compensation for all voice work performed by actors during sessions. The agreement applies to the producers listed in Exhibit A."
63,2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md,63,"This document is the 2014 SAG-AFTRA Television Agreement, a comprehensive collective bargaining agreement that establishes the minimum terms and conditions of employment for performers engaged in the production of television motion pictures under its jurisdiction. Its scope covers various aspects of performer engagement, including different types of contracts (daily, weekly, series, term), minimum salaries and working conditions for programs of varying lengths and formats, additional compensation for reruns, foreign telecasts, basic cable, theatrical, and supplemental market exhibition, contributions to pension and health plans, exclusivity, options, overtime, meal and rest periods, travel, safety, casting, screen credit, and dispute resolution through arbitration. It also addresses specific provisions for different types of performers and production scenarios, including those for basic cable, The CW, and new media."
64,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,"This memorandum details modifications to the existing Basic Agreement and Television Agreement 
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md,64,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the Alliance of Motion Picture and Television Producers (AMPTP) modifies the existing 2017 SAG-AFTRA Codified Basic Agreement and the 2017 SAG-AFTRA Television Agreement. The MOA establishes the terms for a three-year period from July 1, 2020, to June 30, 2023. Its main purpose is to update and extend the collective bargaining agreements, including implementing annual increases to minimum salary rates, freezing certain rerun ceilings and allowances, and increasing the health contribution rate to the SAG-AFTRA Health Plan, with specific effective dates for wage increases and working conditions."
65,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,Informational / Guide PDF,Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md,65,"This Memorandum of Agreement (MOA) is between SAG-AFTRA and the AMPTP, modifying the existing 2014 Producer-SAG-AFTRA Codified Basic Agreement and the 2014 SAG-AFTRA Television Agreement. The MOA establishes the terms for theatrical and television productions from November 9, 2023, to June 30, 2026. It outlines changes to minimum salary rates, health and pension plan contributions, performer start date rules, and freezes certain allowances and rerun ceilings, incorporating these updates into the successor 2023 agreements."
66,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,"This memorandum details modifications to the existing Basic Agreement and Television Agreement.
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md,66,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the Alliance of Motion Picture and Television Producers (AMPTP) modifies the 2014 Producer-SAG-AFTRA Codified Basic Agreement and the 2014 SAG-AFTRA Television Agreement. The agreement establishes a new three-year term from July 1, 2017, to June 30, 2020. Key provisions include scheduled increases to minimum salary rates for performers and stunt coordinators, and an increase in the pension/retirement contribution rate to the SAG Pension Plan and AFTRA Retirement Fund, subject to certain conditions."
67,2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf,"This is the master agreement for theatrical motion pictures, and spells out the responsibilities of producers working in that medium.
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_cba_1.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_cba_1.md,67,"This document, the 2014 SAG-AFTRA Basic Agreement, is a collective bargaining agreement between SAG-AFTRA and producers. Its main purpose is to establish the terms and conditions of employment for performers in theatrical motion pictures, television motion pictures, and related markets including supplemental markets and new media. The agreement covers a wide scope of topics including union recognition and security, minimum wages and working conditions (detailed in various schedules based on performer type and production), residuals for reuse of work, pension and health plans, arbitration of disputes, casting, safety, non-discrimination, and other general provisions governing the relationship between performers and producers."
68,2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md,68,"The 2014 SAG-AFTRA Television Agreement is a comprehensive contract governing the terms and conditions of employment for performers in television motion pictures. Its primary purpose is to establish minimum salaries, working conditions, hours, and safety standards for performers. The agreement covers various types of employment contracts (daily, weekly, series, term) and program formats. A key aspect is the detailed framework for additional compensation (residuals) for the reuse of programs across different platforms, including domestic and foreign television, basic cable, theatrical release, supplemental markets, and new media. The scope encompasses provisions for pension and health contributions, casting, non-discrimination, dispute resolution, and specific rules for different performer categories and production types."
69,2014 Television Adherence Letter,https://www.sagaftra.org/sites/default/files/adherence_letter_television_2_4_1.pdf,This is the television agreement for independent producers. Sample PDF,Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/adherence_letter_television_2_4_1.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/adherence_letter_television_2_4_1.md,69,"This letter agreement binds an independent producer to the terms and requirements of the SAG-AFTRA Television Agreement (including the Basic Agreement and subsequent amendments) for all non-animated television motion pictures produced. The scope includes the producer's obligations regarding performer employment terms, residuals, contributions to pension and health plans, providing financial assurances, reporting, dispute resolution via arbitration, and displaying the SAG-AFTRA insignia, incorporating the full Television Agreement by reference."
70,2024 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf,This memorandum details modifications to the existing Network Code Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.md,70,"This Memorandum of Agreement (MOA) outlines modifications to the 2021-2024 SAG-AFTRA National Code of Fair Practice for Network Television Broadcasting. Key changes include increases to minimum rates (7% for most performers, 11% for background actors and stand-ins) and a 0.5% increase in the health plan contribution rate. A significant addition is new language addressing Artificial Intelligence, specifically defining and regulating the creation and use of digital replicas of performers, including requirements for consent and compensation. The MOA also commits the parties to commencing negotiations for a successor agreement by June 2025."
71,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md,71,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the AMPTP modifies the existing 2017 SAG-AFTRA Codified Basic Agreement and the 2017 SAG-AFTRA Television Agreement. The MOA establishes a new three-year term from July 1, 2020, to June 30, 2023. Its main purpose is to update terms regarding minimum wage rates (with specified annual increases), working conditions, and contributions to the SAG-AFTRA Health Plan and Pension/Retirement Funds for actors covered under these agreements."
72,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md,72,"This Memorandum of Agreement (MOA) is between SAG-AFTRA and the AMPTP, modifying the existing 2014 Producer-SAG-AFTRA Codified Basic Agreement and the 2014 SAG-AFTRA Television Agreement. The MOA establishes new terms effective from November 9, 2023, through June 30, 2026. It covers various aspects of theatrical and television production, including increases to minimum salary rates, adjustments to health and pension/retirement plan contributions and related provisions, and modifications to working conditions such as performer start dates. The purpose is to update the collective bargaining agreements governing the employment of performers in these productions."
73,2021 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/Network%20Code%202021-24%20MOA%20FE.pdf,This memorandum details modifications to the existing Network Code Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Network%20Code%202021-24%20MOA%20FE.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Network%20Code%202021-24%20MOA%20FE.md,73,"This Memorandum of Agreement (MOA) outlines the modifications agreed upon between SAG-AFTRA and Producers for the 2021-2024 National Code of Fair Practice for Network Television Broadcasting. The MOA establishes the term of the agreement (July 1, 2021 - June 30, 2024) and details increases to various minimum rates for performers, including general program fees, rates for daytime serials, background actors, stand-ins, promotional announcements, and reused content in new media. It also addresses increases in health and retirement contributions and specific terms related to dancers, such as program fees, rehearsal rates, and travel provisions. The document serves as the basis for the formal contract language, superseding previous proposals not included."
74,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md,74,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the Alliance of Motion Picture and Television Producers (AMPTP) modifies the 2014 Producer-SAG-AFTRA Codified Basic Agreement and the 2014 SAG-AFTRA Television Agreement. The agreement establishes a new three-year term from July 1, 2017, to June 30, 2020. Key provisions include scheduled increases to minimum salary rates over the term and increases to the pension/retirement contribution rates for both the SAG Pension Plan and the AFTRA Retirement Fund, subject to certain conditions."
75,Memorandum of Agreement Theatrical-Television 2014,https://www.sagaftra.org/sites/default/files/memorandum_of_agreement_theatrical_television_2014_1_3_11.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/memorandum_of_agreement_theatrical_television_2014_1_3_11.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/memorandum_of_agreement_theatrical_television_2014_1_3_11.md,75,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the AMPTP modifies and consolidates several existing agreements, including the 2011 SAG Codified Basic Agreement, SAG Television Agreement, SAG Basic Cable Agreement, and portions of the AFTRA Network Code. The main purpose is to establish the terms and conditions for performers in theatrical and television productions for a three-year term from July 1, 2014, to June 30, 2017. Key aspects include creating a new 2014 SAG-AFTRA Television Agreement, defining coverage for various types of television programs (dramatic, live, non-dramatic, basic cable), and implementing specific increases to minimum salary rates and adjustments to other provisions like health and retirement contributions for different categories of productions."
76,2014-2018 SAG-AFTRA Network Code,https://www.sagaftra.org/sites/default/files/2014-2018_network_television_code_v13.pdf,"This is the master agreement for non-dramatic television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014-2018_network_television_code_v13.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014-2018_network_television_code_v13.md,76,"This document is the 2014-2018 SAG-AFTRA National Code of Fair Practice for Network Television Broadcasting. It serves as a collective bargaining agreement between SAG-AFTRA and employers, establishing the minimum rates, terms, and conditions of employment for various categories of performers (including principal performers, background actors, singers, dancers, announcers, etc.) engaged in network television broadcasting, covering both dramatic and non-dramatic programs, commercials, and other related work, for the period from November 16, 2014, through June 30, 2018."
77,2018 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2018MOA-TV-National-Code_0.pdf,,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018MOA-TV-National-Code_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018MOA-TV-National-Code_0.md,77,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the Industry outlines modifications to the 2014-2018 National Code of Fair Practice for Network Television Broadcasting. The main purpose is to update the terms and conditions for performers covered by the code for the period of July 1, 2018, through June 30, 2021. The scope of the agreement includes changes to wages and fees (general increases, specific rates for background actors, promotional announcements, stand-ins, etc.), health and retirement contributions, rules for group dancers and singers, meal period waivers, and provisions regarding interviewees and non-professional groups on certain programs."
78,2018-2022 National Public Television MOA,https://www.sagaftra.org/sites/default/files/2018-2022PublicTVMOAFE_0.pdf,This outlines the updates to the 2010-2013 National Public Television Agreement and the 2013-2016 Public Television Memorandum of Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018-2022PublicTVMOAFE_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018-2022PublicTVMOAFE_0.md,78,"This Memorandum of Agreement (MOA) between SAG-AFTRA and public television companies establishes the terms and conditions for the 2018-2022 SAG-AFTRA Public Television Agreement. It modifies the previous 2013-2016 agreement and serves as the successor to the 2002-2005 Legacy-SAG agreement. The agreement covers a four-year term from July 21, 2018, to July 20, 2022, and outlines changes to wages, fees, health and retirement contributions, and specific provisions regarding various forms of program use and production types for performers in public television."
79,2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md,79,"The 2014 SAG-AFTRA Television Agreement is a comprehensive contract that establishes the minimum terms and conditions of employment for performers working in television motion pictures and programs. Its scope covers various production types (single, multiple, series) and contract lengths (daily, weekly, term), addressing minimum salaries, working conditions, hours, rest periods, safety, benefits (pension and health), casting, and screen credit. A significant focus is placed on defining additional compensation (residuals) for the reuse and exhibition of programs across different markets, including domestic reruns, foreign telecasts, basic cable, theatrical release, and supplemental markets."
80,2023 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2023%20Television%20Animation%20Agreement.PDF,"This is the agreement for animated television productions through June 30, 2026.",Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023%20Television%20Animation%20Agreement.PDF,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023%20Television%20Animation%20Agreement.PDF.md,80,"This Memorandum of Agreement between SAG-AFTRA and AMPTP establishes the terms for the 2023 Television Animation Agreement (July 1, 2023 - June 30, 2026), modifying previous agreements. Key changes include increases in minimum wage rates for performers in television animation series and revisions to High Budget SVOD residuals, such as modifying formulas for domestic and foreign SVOD use and eliminating grandfathering for new seasons. It also addresses the applicability of the general SAG-AFTRA Television Agreement to animation."
81,2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md,81,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the Alliance of Motion Picture and Television Producers (AMPTP) modifies the existing 2017 SAG-AFTRA Codified Basic Agreement and the 2017 SAG-AFTRA Television Agreement. The MOA establishes a new term for these agreements from July 1, 2020, to June 30, 2023. It outlines changes including annual increases to minimum salary rates, adjustments to health contribution rates for the SAG-AFTRA Health Plan, and freezes on certain rerun ceilings and allowances, applying to theatrical and television productions covered by the agreements."
82,2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md,82,"This Memorandum of Agreement (MOA) between SAG-AFTRA and the AMPTP modifies the existing 2014 Producer-SAG-AFTRA Codified Basic Agreement and the 2014 SAG-AFTRA Television Agreement, as previously amended. The MOA establishes new terms effective from November 9, 2023, through June 30, 2026. Key changes include adjustments to the agreement term and effective dates, increases in minimum salary rates for various categories of performers and stunt coordinators, modifications to contribution ceilings and studies related to the SAG-AFTRA Health and Pension Plans, and revisions to rules regarding performer start dates."
83,2020 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,This is the agreement for animated television productions.,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.md,83,"This Memorandum of Agreement between SAG-AFTRA and the AMPTP establishes the terms for the 2020 Producer-SAG-AFTRA Television Animation Agreement, which serves as a successor to the 2014 agreement. The agreement is effective from July 1, 2020, to June 30, 2023. It outlines modifications including increases to minimum wage rates over the term, adjustments to health contribution rates for the SAG-AFTRA Health Plan, and grants the Union the right to divert a portion of future salary increases to health or pension/retirement contributions. It also details the applicability of the 2020 SAG-AFTRA Television Agreement provisions to animated television motion pictures, with specific exceptions noted."
84,2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md,84,"This Memorandum of Agreement (MOA) is between SAG-AFTRA and the Alliance of Motion Picture and Television Producers (AMPTP). Its main purpose is to modify the 2014 Producer-SAG-AFTRA Codified Basic Agreement and the 2014 SAG-AFTRA Television Agreement. The agreement establishes a new term for these agreements from July 1, 2017, to June 30, 2020. Key provisions include scheduled increases to minimum salary rates over the three-year term and increases to pension/retirement contribution rates for both the SAG Pension Plan and the AFTRA Retirement Fund, subject to certain conditions."
85,2018 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2018%20SAG-AFTRA%20MOA%20TV%20Animation.pdf,"This is the agreement for animated television productions through June 30, 2020.",Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018%20SAG-AFTRA%20MOA%20TV%20Animation.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018%20SAG-AFTRA%20MOA%20TV%20Animation.md,85,"This Memorandum of Agreement between SAG-AFTRA and the AMPTP establishes the terms for the 2018 Television Animation Agreement, modifying the 2014 agreement. The agreement is effective from ratification notice until June 30, 2020. Key provisions include staged increases to minimum wage rates for performers in animated television and new media productions (totaling 8% compounded by July 2019, with potential diversion of 0.5% to health/pension), and staged increases to pension/retirement contribution rates for both the SAG Pension Plan and AFTRA Retirement Fund (totaling 1% by January 2019, raising the aggregate rate from 17% to 18%). It also addresses terms for animated high budget SVOD programs and the merger of the SAG Health Plan and AFTRA Health Fund."
86,2014 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/television_animation_agreement_sag_aftra_1_45_0.pdf,This is the agreement for animated television productions.,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/television_animation_agreement_sag_aftra_1_45_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/television_animation_agreement_sag_aftra_1_45_0.md,86,"This agreement, the 2014 Television Animation Agreement, is between SAG-AFTRA and a Producer. It establishes the minimum salaries, terms, and conditions of employment for off-camera voice actors working on animated television motion pictures. The agreement details minimum session fees based on film/segment length and legacy status, defines included work time per session with exceptions, sets limits on the number of voices an actor can perform per film/segment and specifies additional compensation for exceeding those limits, outlines rules and compensation for recording pick-up lines, lead-ins, lead-outs, bumpers, and wraparounds, and provides terms for recording and rerunning interstitial bits, including payment cycles for extended use."
